Volts (V),Current (A)
0.0125,1.6699999999999997e-08
0.013000000000000001,1.7802e-08
0.0135,1.80424e-08
0.014,1.8263999999999997e-08
0.0145,1.9223e-08
0.015000000000000001,1.9727e-08
0.0155,2.0769999999999997e-08
0.016,2.21506e-08
0.0165,2.3297799999999997e-08
0.017,2.2464999999999996e-08
0.0175,2.2636599999999998e-08
0.018000000000000002,2.3724399999999996e-08
0.018500000000000003,2.4177399999999997e-08
0.019,2.6015999999999996e-08
0.0195,2.5382399999999997e-08
0.02,2.69944e-08
0.0205,2.7290199999999996e-08
0.021,2.7387199999999997e-08
0.021500000000000002,2.9015999999999997e-08
0.022000000000000002,2.9184999999999996e-08
0.022500000000000003,2.9611399999999998e-08
0.023,3.03652e-08
0.0235,3.11532e-08
0.024,3.1949599999999996e-08
0.0245,3.2439599999999996e-08
0.025,3.4307199999999995e-08
0.025500000000000002,3.5627199999999996e-08
0.026000000000000002,3.60848e-08
0.026500000000000003,3.6842399999999995e-08
0.027,3.7409599999999994e-08
0.0275,3.7281999999999996e-08
0.028,3.77112e-08
0.0285,3.9518599999999996e-08
0.029,4.0350999999999995e-08
0.029500000000000002,3.95512e-08
0.030000000000000002,3.9816799999999994e-08
0.030500000000000003,4.05592e-08
0.031,4.1165199999999996e-08
0.0315,4.3231799999999995e-08
0.032,4.3032799999999995e-08
0.0325,4.51052e-08
0.033,4.3802e-08
0.0335,4.414139999999999e-08
0.034,4.4876199999999995e-08
0.0345,4.5303e-08
0.035,4.7402799999999994e-08
0.035500000000000004,4.84486e-08
0.036000000000000004,4.8383199999999995e-08
0.036500000000000005,4.8295799999999994e-08
0.037000000000000005,4.978439999999999e-08
0.0375,4.96036e-08
0.038,5.0274e-08
0.0385,5.1252399999999996e-08
0.039,5.1562599999999995e-08
0.0395,5.175199999999999e-08
0.04,5.2196799999999997e-08
0.0405,5.52586e-08
0.041,5.386059999999999e-08
0.0415,5.3836399999999995e-08
0.042,5.635479999999999e-08
0.0425,5.6010199999999994e-08
0.043000000000000003,5.7203999999999994e-08
0.043500000000000004,6.00382e-08
0.044000000000000004,6.043799999999999e-08
0.044500000000000005,6.075959999999999e-08
0.045000000000000005,5.97284e-08
0.0455,6.01838e-08
0.046,6.288879999999999e-08
0.0465,6.21808e-08
0.047,6.321559999999999e-08
0.0475,6.36268e-08
0.048,6.388319999999999e-08
0.0485,6.56392e-08
0.049,6.648079999999999e-08
0.0495,6.820419999999999e-08
0.05,7.079839999999999e-08
